"Publish Date","Creation Date","Title","Status","Label Color","Label Name","Project Types","Project Owner","Description","Tags","Marketing Campaign","Link"
"15/07/2025","23/06/2025","MBTM Ep 31 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7214292"
"15/07/2025","23/06/2025","MBTM Ep 31 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7214646"
"15/07/2025","23/04/2025","Podcast/blog promo","Not Started","FFE900","TENTATIVE HOLD","Promotion plan","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027394"
"10/07/2025","16/05/2025","Rural/remote roundtable report public launch","Not Started","FF0000","ONLY PUBLISH THIS","Promotion plan","Tactical Squad","","Krystle, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7122311"
"10/07/2025","03/07/2025","Rural and remote roundtable report — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7237828"
"10/07/2025","03/07/2025","Rural and remote report— FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7237826"
"09/07/2025","02/07/2025","Impact Report 2019-2024 — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7235381"
"09/07/2025","02/07/2025","Impact Report 2019-2024 — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7235382"
"09/07/2025","23/04/2025","Impact Report social + email","Not Started","FF0000","ONLY PUBLISH THIS","Promotion plan","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027388"
"07/07/2025","09/06/2025","Thriving study social push","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Applied Research, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7184908"
"03/07/2025","20/06/2025","Atlas Navigator - Issue 13 - July 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7209485"
"03/07/2025","20/06/2025","Atlas Navigator - Issue 13 - July 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7209464"
"03/07/2025","06/06/2025","Army Run Post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Lori-Anne, Partnerships & Stakeholder Relations","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7179636"
"03/07/2025","03/04/2025","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6945791"
"01/07/2025","06/06/2025","Memorial Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7179111"
"01/07/2025","06/06/2025","Canada Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7179112"
"27/06/2025","12/05/2025","PTSD Awareness Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104449"
"25/06/2025","28/05/2025","Sleep study social post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7159591"
"24/06/2025","12/05/2025","TBI podcast highlight ","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104562"
"23/06/2025","23/06/2025","Digital Stories Screening 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7213872"
"23/06/2025","23/06/2025","Digital Stories Screening 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7213873"
"23/06/2025","05/05/2025","Digital Stories Registration Launch ","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7074634"
"23/06/2025","26/05/2025","Digital stories registration launch","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7154453"
"21/06/2025","16/10/2024","National Indigenous Veterans Day campaign discussion?","Not Started","FFAA00","MMC","Promotion plan","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6605256"
"20/06/2025","27/05/2025","TBI/PTSD overlap","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7157159"
"19/06/2025","12/05/2025","Laryssa's story - PTSD awareness","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104557"
"18/06/2025","11/06/2025","Minority stress study promo","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7189687"
"16/06/2025","12/05/2025","What is TBI?","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104540"
"13/06/2025","12/05/2025","Tanis's Story - PTSD awareness","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104549"
"13/06/2025","10/06/2025","Sam Sharpe Breakfast social post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7187378"
"12/06/2025","12/05/2025","TBI resources","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104544"
"11/06/2025","15/05/2025","National Collaborative op-ed","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","flexible","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7117918"
"11/06/2025","06/06/2025","CPCoE Workshop","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7179297"
"10/06/2025","10/06/2025","PTSD/TBI Awareness Month 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7186828"
"10/06/2025","02/06/2025","PTSD/TBI Awareness Month 2025 - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7169745"
"10/06/2025","02/05/2025","PTSD & TBI Awareness Month","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7064447"
"10/06/2025","12/05/2025","PTSD Awareness Month","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104004"
"09/06/2025","09/06/2025","Thriving study social push","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Lori-Anne, Applied Research","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7184907"
"09/06/2025","22/05/2025","National Collaborative: Statement (newsroom)","Not Started","FF0000","ONLY PUBLISH THIS","Press release","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7145568"
"06/06/2025","12/05/2025","Atlas Navigator ","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104001"
"06/06/2025","01/04/2025","PSCN guidelines second post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Lori-Anne, Research Partnerships","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6937096"
"05/06/2025","03/06/2025","Atlas Navigator - Issue 12 - June 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7172132"
"05/06/2025","03/06/2025","Atlas Navigator - Issue 12 - June 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7172501"
"05/06/2025","06/03/2025","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6844918"
"05/06/2025","13/05/2025","Parenting with PTSI resources","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7108276"
"04/06/2025","12/05/2025","Brain Injury Awareness Month","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg, Commemoration","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104000"
"03/06/2025","12/03/2025","EMDR Registration launch","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6861860"
"03/06/2025","24/05/2025","EMDR Training Registration open — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7151838"
"03/06/2025","24/05/2025","EMDR Training Registration Open — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7151839"
"02/06/2025","28/05/2025","Sleep study social post","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7159589"
"02/06/2025","07/05/2025","Drop-in Q&A session – EMDR training","Not Started","21FF00","PUBLISH ANYTHING","Event","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7084044"
"30/05/2025","13/05/2025","Laura Woods blog","Placeholder","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7109089"
"29/05/2025","15/05/2025","25th Anniversary of Canada's Unknown Soldier","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7117278"
"28/05/2025","17/04/2025","Drop-in Q&A session — EMDR training","Not Started","21FF00","PUBLISH ANYTHING","Event","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7003981"
"28/05/2025","30/04/2025","IPV resources: 2nd post?","Not Started","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7055677"
"26/05/2025","27/03/2025","Sexual Violence Awareness Month: MST resources","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6918563"
"26/05/2025","03/04/2025","Drop-in Q&A session – EMDR training","Not Started","21FF00","PUBLISH ANYTHING","Event","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6946050"
"22/05/2025","20/05/2025","MBTM Ep 30 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7137800"
"22/05/2025","20/05/2025","MBTM Ep 30 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7137802"
"21/05/2025","07/03/2025","IPV Resource Launch","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6848036"
"21/05/2025","20/05/2025","IPV resources for Families 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7137499"
"21/05/2025","20/05/2025","IPV resources for Families 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7137801"
"20/05/2025","13/05/2025","Leo Goudal blog","Placeholder","FFE900","TENTATIVE HOLD","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7109087"
"16/05/2025","17/04/2025","National Police Week: Jim W.'s Story","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7004336"
"15/05/2025","17/04/2025","National Police Week: Glenda's Story","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7004335"
"14/05/2025","07/05/2025","Transition study reminder","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7083991"
"13/05/2025","12/05/2025","RCMP dialogue session","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7104713"
"13/05/2025","17/04/2025","National Police Week: Nigel's Story","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7004334"
"12/05/2025","06/05/2025","National Police Week 2025 - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7079440"
"12/05/2025","06/05/2025","National Police Week 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7079489"
"12/05/2025","08/04/2025","National Police Week","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965936"
"12/05/2025","08/04/2025","National Police Week","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965935"
"10/05/2025","08/04/2025","What is Peer Support? (Mental Health Week)","Placeholder","21FF00","PUBLISH ANYTHING","Blog post","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965932"
"09/05/2025","08/04/2025","What is TBI? (Mental Health Week)","Placeholder","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965931"
"08/05/2025","08/04/2025","Suicide Prevention Resources (Mental Health Week)","Placeholder","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965928"
"07/05/2025","08/04/2025","What is PTSD? (Mental Health Week)","Placeholder","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965922"
"06/05/2025","03/05/2025","EMDR Training Save the Date — EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7067803"
"06/05/2025","03/05/2025","EMDR Training Save the Date — FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7067828"
"06/05/2025","08/04/2025","What is Moral Injury (Mental Health Week)","Placeholder","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965920"
"06/05/2025","12/03/2025","EMDR Training Save the Date","Placeholder","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6861857"
"05/05/2025","05/05/2025","Mental Health Week 2025 - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7075157"
"05/05/2025","01/05/2025","Mental Health Week 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7059830"
"05/05/2025","08/04/2025","Mental Health Week","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965933"
"05/05/2025","04/04/2025","Mental Health Week","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6950513"
"02/05/2025","30/04/2025","Atlas Navigator","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7055833"
"01/05/2025","27/03/2025","Sexual Violence Awareness Month: IPV resources","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6918561"
"01/05/2025","29/04/2025","Atlas Navigator - Issue 11 - May 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7050703"
"01/05/2025","29/04/2025","Atlas Navigator - Issue 11 - May 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7050929"
"01/05/2025","06/02/2025","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6778794"
"30/04/2025","17/04/2025","RFP winners announcement","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Lori-Anne, Research Partnerships","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7004343"
"30/04/2025","22/04/2025","Blog social: Laura Woods","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7022425"
"30/04/2025","30/04/2025","Test Email","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7055303"
"29/04/2025","24/04/2025","Research Compass - April 2025 - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7031683"
"29/04/2025","24/04/2025","Research Compass - April 2025- English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7031684"
"29/04/2025","28/02/2025","Month of the Military Child: MindKit PIE","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6827484"
"28/04/2025","17/04/2025","MindKit x Warrior Kids Camp","Placeholder","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7003804"
"25/04/2025","04/03/2025","Month of the Military Child: Adult children","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6837701"
"24/04/2025","23/04/2025","MBTM Ep 29 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027469"
"24/04/2025","23/04/2025","MBTM Ep 29 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027470"
"24/04/2025","10/04/2025","Podcast + blog email","Not Started","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6975310"
"24/04/2025","31/03/2025","TTT + MRI biofeedback study social","Not Started","21FF00","PUBLISH ANYTHING","Social post","Tactical Squad","","Clinical Research, Knowledge Mobilization, Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6933248"
"23/04/2025","09/04/2025","Sleep study launch","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad - Backup","","Applied Research, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6970839"
"21/04/2025","28/02/2025","Month of the Military Child: MindKit Mood Tracker","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6827169"
"17/04/2025","19/12/2024","V/VF PTSD Pharmacology Webinar (TBC)","Placeholder","FFE900","TENTATIVE HOLD","Blog post","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6697465"
"16/04/2025","27/02/2025","Month of the Military Child: RULER","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6825500"
"15/04/2025","31/03/2025","What is neurofeedback? social series","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Knowledge Mobilization, Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6933243"
"14/04/2025","26/02/2025","Month of the Military Child: Tristan's story","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6822207"
"10/04/2025","25/02/2025","Month of the Military Child: MindKit","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6819691"
"10/04/2025","09/04/2025","Peer support guidelines launch - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6970894"
"10/04/2025","09/04/2025","Peer support guidelines launch - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6970895"
"10/04/2025","23/04/2025","Peer support guidelines launch - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027205"
"10/04/2025","17/03/2025","PSCN Guidelines launch email","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","Research Partnerships, Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6876084"
"09/04/2025","08/04/2025","Ontario First Responders Mental Health Conference","Placeholder","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6965140"
"08/04/2025","07/04/2025","Parenting with PTSI - Resource series 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6959978"
"08/04/2025","07/04/2025","Parenting with PTSI - Resource launch 2025 - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6959979"
"08/04/2025","23/04/2025","Parenting with PTSI - Resource series 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027210"
"08/04/2025","23/04/2025","Parenting with PTSI - Resource launch 2025 - E","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027216"
"08/04/2025","27/02/2025","Parenting with PTSI email launch","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6824561"
"08/04/2025","04/03/2025","Parenting with PTSI ","Placeholder","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6837549"
"07/04/2025","25/02/2025","Month of the Military Child: Resources for Parents","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","Flexible","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6819689"
"04/04/2025","18/02/2025","Atlas Navigator","Placeholder","FFAA00","MMC","Social Campaign","Tactical Squad","","Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6803535"
"03/04/2025","01/04/2025","Atlas Navigator - Issue 10 - April 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6937228"
"03/04/2025","23/04/2025","Atlas Navigator - Issue 10 - April 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027215"
"03/04/2025","01/04/2025","Atlas Navigator - Issue 10 - April 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6937767"
"03/04/2025","18/02/2025","Month of the Military Child - CIMVHR books (reshare)","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6803536"
"03/04/2025","02/01/2025","Atlas Navigator","Placeholder","FFAA00","MMC","Newsletter","Tactical Squad","","MMC, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6707259"
"02/04/2025","02/04/2025","RÉVISION - Month of the Military Child 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6942719"
"02/04/2025","23/04/2025","RÉVISION - Month of the Military Child 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027211"
"02/04/2025","02/04/2025","REVISED - Month of the Military Child 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6942684"
"02/04/2025","24/03/2025","Month of the Military Child 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6904036"
"02/04/2025","01/04/2025","Month of the Military Child 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6937192"
"02/04/2025","23/04/2025","Month of the Military Child 2025 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027237"
"02/04/2025","23/04/2025","Month of the Military Child 2025 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/7027238"
"02/04/2025","18/03/2025","Tale of Two Targets: Study Notes (social)","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Knowledge Mobilization, Clinical Research, Krystle","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6880035"
"02/04/2025","07/02/2025","Month of the Military Child - Campaign launch","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6781905"
"02/04/2025","07/02/2025","Month of the Military Child","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6781903"
"01/04/2025","25/02/2025","National Caregiver Day","Placeholder","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Commemoration, Meg","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6819587"
"01/04/2025","27/03/2025","Debbie's blog","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6918155"
"31/03/2025","18/03/2025","PSCN Guidelines launch: Web, social","Not Started","FF0000","ONLY PUBLISH THIS","Resource (KMb, Imp, etc.)","Tactical Squad","","Research Partnerships, Krystle, Lori-Anne","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6880028"
"28/03/2025","11/03/2025","Podcast email","Placeholder","FFE900","TENTATIVE HOLD","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6858516"
